id,subject,custom_fields,created_on,updated_on,tracker.name,status.id,status.name,priority.name,author.name,assigned_to.name,category.name,parent.id
208825,MGRC - Alteração do numero do IC,"[{'id': 64, 'name': 'Ambiente', 'value': 'Produção'}, {'id': 296, 'name': 'Justificativa', 'value': 'Não conseguimos alterar funcionalidade.'}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SPF'}]",2025-05-15T13:40:31Z,2025-05-15T19:51:39Z,FIPLAN:Correção de Dados,5,Fechado,Padrão,Daniele Correa,Daniele Correa,,
208823,EMP - CONSULTAR CAMPO HISTÓRIO,"[{'id': 368, 'name': 'Rastro FIPLAN', 'value': ''}, {'id': 340, 'name': 'FIPLAN 2.0', 'value': ''}, {'id': 149, 'name': 'Impacto BDCE', 'value': ''}, {'id': 334, 'name': 'Backlog', 'value': '1'}, {'id': 221, 'name': 'PF Estimado', 'value': ''}, {'id': 333, 'name': 'Esforço', 'value': ''}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEFAZ'}, {'id': 342, 'name': 'Data Entrega Homologação', 'value': ''}, {'id': 235, 'name': 'Data Prevista Implantação', 'value': ''}, {'id': 396, 'name': 'Time FIPLAN', 'value': ''}]",2025-05-15T13:34:31Z,2025-05-16T11:32:27Z,FIPLAN:Demanda,156,Desenvolvimento: A fazer,Urgente,Maiara Barrozo Santos Dias,Genivieve Freitas Machado ,Despesa | Exec | EMP,
208822,Migração Credor - Incluir Credor - Pessoa Física - Agência,"[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 33, 'name': 'Legado', 'value': '0'}, {'id': 252, 'name': 'Gestor', 'value': 'SEFAZ'}, {'id': 396, 'name': 'Time FIPLAN', 'value': ''}]",2025-05-15T13:32:39Z,2025-05-16T15:49:33Z,FIPLAN:Erro,114,Desenvolvimento: Em andamento,Padrão,Manuela da Silva Costa,Jeferson  Brito Santos,,
208820,Correção do ticket #208494,"[{'id': 64, 'name': 'Ambiente', 'value': 'Manutenção'}, {'id': 296, 'name': 'Justificativa', 'value': 'Testar em manutenção o ticket gestor #208592.'}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEFAZ'}]",2025-05-15T13:28:03Z,2025-05-16T13:49:20Z,FIPLAN:Correção de Dados,5,Fechado,Alto,Monica  Alves Gomes da Costa,Monica  Alves Gomes da Costa,,
208817,"O sistema não deve habilitar os botões ""Explicar não Distribuição"" e ""Remover Explicação"" quando o perfil do usuário de edição for diferente do perfil do usuário de cadastro do relato (Obs. 5.6).","[{'id': 371, 'name': 'Data de Entrega', 'value': ''}]",2025-05-15T12:49:37Z,2025-05-15T19:40:23Z,FIPLAN:Atividade,73,Feito,Padrão,Rafael Pinto Vieira dos Santos,Rafael Pinto Vieira dos Santos,,208353.0
208816,Atualização Banco - Tabela de Programa Especial associada a Iniciativa - Exercício 2024 e 2025,"[{'id': 64, 'name': 'Ambiente', 'value': 'Produção'}, {'id': 296, 'name': 'Justificativa', 'value': 'Ainda não temos funcionalidade para atualizar esta tabela.'}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEPLAN'}]",2025-05-15T12:49:32Z,2025-05-16T18:06:15Z,FIPLAN:Correção de Dados,5,Fechado,Padrão,Priscila Carvalho Ramos,Priscila Carvalho Ramos,,
208814,PPA 2024 - 2027: Programa Especial - Consultar ,"[{'id': 267, 'name': 'Classificação da Demanda', 'value': 'Sustentação'}, {'id': 334, 'name': 'Backlog', 'value': ''}, {'id': 225, 'name': 'Data Desejada', 'value': '2025-05-22'}, {'id': 252, 'name': 'Gestor', 'value': 'SEPLAN'}]",2025-05-15T12:41:38Z,2025-05-15T12:47:02Z,FIPLAN:Gestor,155,Em andamento,Urgente,Marilia Pedreira,Priscila Carvalho Ramos,,
208812,Critérios de Filtro Alfanuméricos - Erro apresentado ao se informar aspas simples,"[{'id': 28, 'name': 'Origem do Defeito', 'value': 'Produção'}, {'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 174, 'name': 'Complexidade da Demanda', 'value': ''}, {'id': 334, 'name': 'Backlog', 'value': '0'}, {'id': 221, 'name': 'PF Estimado', 'value': '0'}, {'id': 252, 'name': 'Gestor', 'value': 'SEFAZ'}, {'id': 396, 'name': 'Time FIPLAN', 'value': 'SEFAZ - Sustentação'}]",2025-05-15T11:23:31Z,2025-05-16T17:16:25Z,FIPLAN:Corretiva,114,Desenvolvimento: Em andamento,Padrão,Azenval Mateus de Jesus Silva,FIPLAN_MERGE,Tabelas | Institucional,
208809,Teste unitário,"[{'id': 371, 'name': 'Data de Entrega', 'value': ''}]",2025-05-15T10:38:30Z,2025-05-15T10:38:30Z,FIPLAN:Atividade,154,A fazer,Padrão,Ramon Marques,,,208120.0
208805,Consulta Banco de Produção: PPA 2024-2027 - Programa Especial,"[{'id': 252, 'name': 'Gestor', 'value': 'SEPLAN'}]",2025-05-14T20:31:44Z,2025-05-16T16:49:52Z,FIPLAN:Consulta,30,Validação,Alto,Daniele Correa,Daniele Correa,PLAN | PPA | PPA 2024 - 2027,
208804,Consulta Banco de Produção: PPA 2024-2027 - Programa Especial,"[{'id': 267, 'name': 'Classificação da Demanda', 'value': 'Sustentação'}, {'id': 334, 'name': 'Backlog', 'value': ''}, {'id': 225, 'name': 'Data Desejada', 'value': '2025-05-15'}, {'id': 252, 'name': 'Gestor', 'value': 'SEPLAN'}]",2025-05-14T20:23:21Z,2025-05-16T16:53:17Z,FIPLAN:Gestor,30,Validação,Alto,Marilia Pedreira,FIPLAN Gestor SEPLAN,,
208798,Conciliação Bancária Extrato - Justificar/Desconsiderar - erro no tamanho da justificativa,"[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 33, 'name': 'Legado', 'value': '0'}, {'id': 252, 'name': 'Gestor', 'value': 'SEFAZ'}, {'id': 396, 'name': 'Time FIPLAN', 'value': 'SEFAZ - Time 04'}]",2025-05-14T19:49:33Z,2025-05-16T12:49:26Z,FIPLAN:Erro,5,Fechado,Padrão,Marcio Anton Hadad,Marcio Anton Hadad,,
208796,CONTABILIDADE / TABELA DE IC (Informações Complementares) - Homologação,"[{'id': 64, 'name': 'Ambiente', 'value': 'Homologação'}, {'id': 296, 'name': 'Justificativa', 'value': 'Para o gestor realizar os testes da adaptativa #204758 em homologação.'}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEFAZ'}]",2025-05-14T19:44:42Z,2025-05-15T17:09:06Z,FIPLAN:Carga de Dados,5,Fechado,Padrão,Monica  Alves Gomes da Costa,Monica  Alves Gomes da Costa,,
208788,Atualização Banco de Produção: Acompanhamento 2024 - Corrigir Qtde Atual,"[{'id': 64, 'name': 'Ambiente', 'value': 'Produção'}, {'id': 296, 'name': 'Justificativa', 'value': 'Provavelmente erro do sistema ou atualização via script que não dá pra corrigir pelo sistema.'}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEPLAN'}]",2025-05-14T19:15:34Z,2025-05-15T13:34:42Z,FIPLAN:Correção de Dados,30,Validação,Padrão,Ighor Leonardo  Santos Silva,Ighor Leonardo  Santos Silva,,
208787,Relatório do M&A: Acompanhamento: M&A 013 - Dados Físicos e Financeiros da Ação por Região - 2024-2027 - ACWVW0609,"[{'id': 149, 'name': 'Impacto BDCE', 'value': ''}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEPLAN'}]",2025-05-14T19:15:17Z,2025-05-15T11:50:27Z,FIPLAN:Modelo de Dados,164,Teste: Validação,Padrão,Christiano Tavares,Fiplan Arquitetura,REL Planejamento | M&A,
208785,Caso de Uso,"[{'id': 371, 'name': 'Data de Entrega', 'value': ''}]",2025-05-14T19:08:58Z,2025-05-15T19:29:53Z,FIPLAN:Atividade,73,Feito,Padrão,Daniele Correa,Daniele Correa,,199261.0
208784,Atualizar o banco de dados em MANUTENÇÃO - Alterar Situação UO 25201,"[{'id': 64, 'name': 'Ambiente', 'value': 'Manutenção'}, {'id': 296, 'name': 'Justificativa', 'value': 'Para realizar teste de investigação referente ao ticket gestor #208592. '}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEFAZ'}]",2025-05-14T19:08:18Z,2025-05-14T21:14:35Z,FIPLAN:Correção de Dados,30,Validação,Alto,Monica  Alves Gomes da Costa,Monica  Alves Gomes da Costa,,
208782,[DETALHAR FATURA] - Incluir Múltiplos Documentos - Atualização nas mensagens de erro das triggers contidas na tabela ACWTB1086,"[{'id': 371, 'name': 'Data de Entrega', 'value': ''}]",2025-05-14T19:01:24Z,2025-05-14T19:48:03Z,FIPLAN:Atividade,73,Feito,Padrão,Pablo Oliveira da Silva,Pablo Oliveira da Silva,,199511.0
208781,[DETALHAR FATURA] - Incluir Documento Único - Valor de Fatura,"[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 33, 'name': 'Legado', 'value': '0'}, {'id': 252, 'name': 'Gestor', 'value': 'SEFAZ'}, {'id': 396, 'name': 'Time FIPLAN', 'value': ''}]",2025-05-14T18:58:46Z,2025-05-16T20:58:20Z,FIPLAN:Erro,116,Homologação: Em andamento,Padrão,Jaime Oliveira,Jaime Oliveira,,
208779,"Relato sobre a Iniciativa - 2024-2027 - Anos 2,3 e 4 - Demanda 2 - Copia de relato anterior","[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 33, 'name': 'Legado', 'value': '0'}, {'id': 252, 'name': 'Gestor', 'value': 'SEPLAN'}, {'id': 396, 'name': 'Time FIPLAN', 'value': 'SEPLAN - Time 02'}]",2025-05-14T18:56:02Z,2025-05-16T14:42:45Z,FIPLAN:Erro,114,Desenvolvimento: Em andamento,Padrão,Ligia Simone Vianna,Rafael Pinto Vieira dos Santos,,
208776,Migração Credor - Incluir Credor - Pessoa Física - 5.1.2 - ACWTG0024_NOME_CPF,"[{'id': 149, 'name': 'Impacto BDCE', 'value': ''}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': 'CREDOR'}, {'id': 252, 'name': 'Gestor', 'value': 'SEFAZ'}]",2025-05-14T17:57:29Z,2025-05-15T17:54:34Z,FIPLAN:Modelo de Dados,114,Desenvolvimento: Em andamento,Padrão,Jeferson  Brito Santos,Jeferson  Brito Santos,Tabelas | Credor,
208773,Protótipo,"[{'id': 371, 'name': 'Data de Entrega', 'value': ''}]",2025-05-14T17:11:54Z,2025-05-14T19:08:41Z,FIPLAN:Atividade,73,Feito,Padrão,Daniele Correa,Daniele Correa,,199261.0
208768,Documentos / Despesa / Inscrição de Restos a Pagar (IRP) / Consultar: Criar converter para InscricaoRPView,"[{'id': 28, 'name': 'Origem do Defeito', 'value': 'Produção'}, {'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 174, 'name': 'Complexidade da Demanda', 'value': 'Média'}, {'id': 334, 'name': 'Backlog', 'value': ''}, {'id': 221, 'name': 'PF Estimado', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEFAZ'}, {'id': 396, 'name': 'Time FIPLAN', 'value': 'SEFAZ - Sustentação'}]",2025-05-14T16:25:04Z,2025-05-15T20:32:51Z,FIPLAN:Corretiva,114,Desenvolvimento: Em andamento,Padrão,Felipe Araujo da Silva,FIPLAN_MERGE,Despesa | IRP | Inscrição,
208765," sistema não deve habilitar os botões do quadro em um relato novo, antes de salvar","[{'id': 371, 'name': 'Data de Entrega', 'value': ''}]",2025-05-14T15:10:41Z,2025-05-14T17:09:22Z,FIPLAN:Atividade,73,Feito,Padrão,Antonio Alves da Cunha Junior,,,208707.0
208760,F.A 2.2.69 Linha do extrato selecionada não permitida para ALE,"[{'id': 371, 'name': 'Data de Entrega', 'value': ''}]",2025-05-14T14:39:07Z,2025-05-14T20:03:38Z,FIPLAN:Atividade,73,Feito,Padrão,Ramon Marques,Ramon Marques,,208120.0
208755,Gestão de Usuários - Recuperar informação 'Data Início de Vigência' e 'Data Fim de Vigência' dos vínculos do Usuário com Perfil,"[{'id': 64, 'name': 'Ambiente', 'value': 'Homologação'}, {'id': 296, 'name': 'Justificativa', 'value': ""Ticket gerado com o objetivo é de recuperar as informações da 'Data Início de Vigência' e da 'Data Fim de Vigência' para os vínculos destes Perfis com os usuários, que foram apagadas devido a um erro identificado na aplicação. ""}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': 'GESTÃO DE USUÁRIO'}, {'id': 252, 'name': 'Gestor', 'value': 'SEFAZ'}]",2025-05-14T14:19:06Z,2025-05-15T10:57:59Z,FIPLAN:Correção de Dados,30,Validação,Padrão,Ana Poly Ferreira da Silva,Ana Poly Ferreira da Silva,,
208752,Preparar pacote produção,"[{'id': 129, 'name': 'Número RDS', 'value': ''}]",2025-05-14T14:01:59Z,2025-05-15T11:37:27Z,FIPLAN:Pacote,5,Fechado,Padrão,Ari Fragoso de Medeiros Junior,Fiplan Arquitetura,,
208746,Atualização do componente LabelFiplan,"[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 149, 'name': 'Impacto BDCE', 'value': 'Não'}, {'id': 174, 'name': 'Complexidade da Demanda', 'value': 'Baixa'}, {'id': 221, 'name': 'PF Estimado', 'value': ''}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEFAZ'}, {'id': 271, 'name': 'Versão Caso de Uso', 'value': ''}, {'id': 237, 'name': 'Data Prevista Desenvolvimento', 'value': ''}, {'id': 238, 'name': 'Data Prevista Teste', 'value': ''}, {'id': 396, 'name': 'Time FIPLAN', 'value': 'SEFAZ - Time 03'}]",2025-05-14T13:50:13Z,2025-05-14T13:53:46Z,FIPLAN:Adaptativa,156,Desenvolvimento: A fazer,Padrão,Jose Victor Cardoso da Silva,FIPLAN_SEFAZ_TIME 03,Despesa | Exec | Det Fatura,
208742,Componente de InfoCardFiplan,"[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 149, 'name': 'Impacto BDCE', 'value': 'Não'}, {'id': 174, 'name': 'Complexidade da Demanda', 'value': 'Baixa'}, {'id': 221, 'name': 'PF Estimado', 'value': ''}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEFAZ'}, {'id': 234, 'name': 'Projeto', 'value': '0'}, {'id': 271, 'name': 'Versão Caso de Uso', 'value': ''}, {'id': 237, 'name': 'Data Prevista Desenvolvimento', 'value': ''}, {'id': 238, 'name': 'Data Prevista Teste', 'value': ''}, {'id': 396, 'name': 'Time FIPLAN', 'value': 'SEFAZ - Time 03'}]",2025-05-14T13:29:54Z,2025-05-14T13:55:17Z,FIPLAN:Evolutiva,156,Desenvolvimento: A fazer,Padrão,Jose Victor Cardoso da Silva,FIPLAN_SEFAZ_TIME 03,Despesa | Exec | Det Fatura,
208739, Consulta Banco de Produção: Acompanhamento 2024-2027 - Qtde Atual da região diferente da Qtd atual dos subprodutos,"[{'id': 252, 'name': 'Gestor', 'value': 'SEPLAN'}]",2025-05-14T13:21:10Z,2025-05-14T15:47:15Z,FIPLAN:Consulta,30,Validação,Padrão,Ighor Leonardo  Santos Silva,Ighor Leonardo  Santos Silva,PLAN | M&A | Acomp 2024-2027,
208733, Consulta Banco de Produção: Acompanhamento 2024-2027 - Qtde Atual da região diferente da Qtd atual dos município,"[{'id': 252, 'name': 'Gestor', 'value': 'SEPLAN'}]",2025-05-14T12:53:49Z,2025-05-14T14:29:03Z,FIPLAN:Consulta,30,Validação,Padrão,Ighor Leonardo  Santos Silva,Ighor Leonardo  Santos Silva,PLAN | M&A | Acomp 2024-2027,
208731,Alteração do tipo do CNPJ e CPF para Varchar(14),"[{'id': 235, 'name': 'Data Prevista Implantação', 'value': ''}]",2025-05-14T12:02:27Z,2025-05-14T12:34:56Z,FIPLAN:BDCE,154,A fazer,Padrão,Renato Luis Bastos Silva,,,
208730,FIPLAN - UG não carrega na funcionalidade Usuário Negocial,"[{'id': 28, 'name': 'Origem do Defeito', 'value': 'Produção'}, {'id': 340, 'name': 'FIPLAN 2.0', 'value': '0'}, {'id': 174, 'name': 'Complexidade da Demanda', 'value': ''}, {'id': 334, 'name': 'Backlog', 'value': ''}, {'id': 221, 'name': 'PF Estimado', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEFAZ'}, {'id': 396, 'name': 'Time FIPLAN', 'value': ''}]",2025-05-14T12:00:34Z,2025-05-15T17:48:20Z,FIPLAN:Corretiva,6,Cancelado,Urgente,Monica  Alves Gomes da Costa,Alexandre Faria Silveira,Gestão | Segurança,
208729,MGRC - Alteração do numero do IC,"[{'id': 64, 'name': 'Ambiente', 'value': 'Homologação'}, {'id': 296, 'name': 'Justificativa', 'value': 'Não conseguimos alterar funcionalidade.'}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SPF'}]",2025-05-14T11:39:35Z,2025-05-15T19:51:27Z,FIPLAN:Correção de Dados,5,Fechado,Padrão,Daniele Correa,Daniele Correa,,
208720,Pesquisa Fiplan - Adaptar o componente para permitir listar dados sem paginação,"[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 149, 'name': 'Impacto BDCE', 'value': ''}, {'id': 174, 'name': 'Complexidade da Demanda', 'value': 'Média'}, {'id': 221, 'name': 'PF Estimado', 'value': ''}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEFAZ'}, {'id': 271, 'name': 'Versão Caso de Uso', 'value': ''}, {'id': 237, 'name': 'Data Prevista Desenvolvimento', 'value': ''}, {'id': 238, 'name': 'Data Prevista Teste', 'value': ''}, {'id': 396, 'name': 'Time FIPLAN', 'value': 'SEFAZ - Sustentação'}]",2025-05-13T20:17:19Z,2025-05-13T20:26:41Z,FIPLAN:Adaptativa,156,Desenvolvimento: A fazer,Padrão,Felipe Araujo da Silva,Alexandre Faria Silveira,,
208718,Merge,"[{'id': 371, 'name': 'Data de Entrega', 'value': ''}]",2025-05-13T20:10:10Z,2025-05-16T14:24:18Z,FIPLAN:Atividade,73,Feito,Padrão,Rafael Pinto Vieira dos Santos,Rafael Pinto Vieira dos Santos,,208353.0
208717,Modificação da Despesa: Contingenciamento Linear - Recompor -  Erro de Arredondamento de Valores que irão compor o BLO,"[{'id': 28, 'name': 'Origem do Defeito', 'value': 'Manutenção'}, {'id': 340, 'name': 'FIPLAN 2.0', 'value': '0'}, {'id': 174, 'name': 'Complexidade da Demanda', 'value': 'Média'}, {'id': 334, 'name': 'Backlog', 'value': '1'}, {'id': 221, 'name': 'PF Estimado', 'value': '4'}, {'id': 252, 'name': 'Gestor', 'value': 'SEPLAN'}, {'id': 396, 'name': 'Time FIPLAN', 'value': 'SEPLAN - Sustentação'}]",2025-05-13T20:09:42Z,2025-05-16T18:09:35Z,FIPLAN:Corretiva,145,Pré-Produção: Em andamento,Padrão,Marcia Figueredo Nunes,Marcia Figueredo Nunes,PLAN | MOD | Contingenciamento,
208716,Teste com o PO,"[{'id': 371, 'name': 'Data de Entrega', 'value': ''}]",2025-05-13T20:09:37Z,2025-05-16T13:45:05Z,FIPLAN:Atividade,73,Feito,Padrão,Rafael Pinto Vieira dos Santos,,,208713.0
208715,Revisão de código,"[{'id': 371, 'name': 'Data de Entrega', 'value': ''}]",2025-05-13T20:09:27Z,2025-05-16T13:44:06Z,FIPLAN:Atividade,73,Feito,Padrão,Rafael Pinto Vieira dos Santos,,,208713.0
208714,Teste integrado,"[{'id': 371, 'name': 'Data de Entrega', 'value': ''}]",2025-05-13T20:08:57Z,2025-05-16T13:43:39Z,FIPLAN:Atividade,73,Feito,Padrão,Rafael Pinto Vieira dos Santos,,,208713.0
208713,Atividades de finalização,"[{'id': 371, 'name': 'Data de Entrega', 'value': ''}]",2025-05-13T20:08:24Z,2025-05-16T13:46:45Z,FIPLAN:Atividade,73,Feito,Padrão,Rafael Pinto Vieira dos Santos,,,208353.0
208712,A tela Remover Explicação deve exibir aos dados gravados (Subfluxos 2.1.24)).,"[{'id': 371, 'name': 'Data de Entrega', 'value': ''}]",2025-05-13T20:03:07Z,2025-05-15T18:50:40Z,FIPLAN:Atividade,73,Feito,Padrão,Rafael Pinto Vieira dos Santos,Antonio Alves da Cunha Junior,,208353.0
208711,Atualização Banco de Produção: Acompanhamento 2024 - Corrigir Qtde Atual,"[{'id': 267, 'name': 'Classificação da Demanda', 'value': 'Sustentação'}, {'id': 334, 'name': 'Backlog', 'value': ''}, {'id': 225, 'name': 'Data Desejada', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEPLAN'}]",2025-05-13T20:02:42Z,2025-05-16T12:59:19Z,FIPLAN:Gestor,30,Validação,Padrão,Marilia Pedreira,Ighor Leonardo  Santos Silva,,
208710,"Na tela Registro de Não Distribuição alterar a ação do botão ""Incluir""/""Atualizar"" para ""Salvar"". (Item 3 do subfluxo 2.1.23)","[{'id': 371, 'name': 'Data de Entrega', 'value': ''}]",2025-05-13T20:02:39Z,2025-05-14T17:11:24Z,FIPLAN:Atividade,73,Feito,Padrão,Rafael Pinto Vieira dos Santos,Antonio Alves da Cunha Junior,,208353.0
208709,"As validações referentes ao quadro de Execução Física Não Planejada não devem considerar as ações com exercícios diferentes do exercício corrente (FA's 2.2.41, 2.2.42, 2.2.44).","[{'id': 371, 'name': 'Data de Entrega', 'value': ''}]",2025-05-13T20:02:30Z,2025-05-16T12:58:54Z,FIPLAN:Atividade,73,Feito,Padrão,Rafael Pinto Vieira dos Santos,Marcus Vinicius Lima Vidal,,208353.0
208708,"O sistema não deve habilitar os botões ""Explicar não Distribuição"" e ""Remover Explicação"" quando a ação selecionada tiver exercício diferente do exercício corrente (Item 6.1.4).","[{'id': 371, 'name': 'Data de Entrega', 'value': ''}]",2025-05-13T20:02:24Z,2025-05-15T12:01:43Z,FIPLAN:Atividade,73,Feito,Padrão,Rafael Pinto Vieira dos Santos,Rafael Pinto Vieira dos Santos,,208353.0
208707,"O sistema não deve habilitar os botões do quadro em um relato novo, antes de salvar","[{'id': 371, 'name': 'Data de Entrega', 'value': ''}]",2025-05-13T20:02:17Z,2025-05-14T17:10:23Z,FIPLAN:Atividade,73,Feito,Padrão,Rafael Pinto Vieira dos Santos,Antonio Alves da Cunha Junior,,208353.0
208704,[Produção]: Consulta: Batimento entre Acompanhamento x Documento INT - Exercício 2025,"[{'id': 252, 'name': 'Gestor', 'value': 'SEPLAN'}]",2025-05-13T19:45:10Z,2025-05-15T13:31:00Z,FIPLAN:Consulta,30,Validação,Alto,Cristiane Menezes S. Santos,Cristiane Menezes S. Santos,,
208702,Atualização Banco - Tabela de Programa Especial associada a Iniciativa - Exercício 2024 e 2025,"[{'id': 64, 'name': 'Ambiente', 'value': 'Homologação'}, {'id': 296, 'name': 'Justificativa', 'value': 'Ainda não temos funcionalidade para atualizar esta tabela.'}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEPLAN'}]",2025-05-13T19:37:48Z,2025-05-15T12:49:49Z,FIPLAN:Correção de Dados,5,Fechado,Padrão,Priscila Carvalho Ramos,Priscila Carvalho Ramos,,
208699,Monitoramento 2024-2027: Planejamento para M&A: Permissão para remover Atividade Crítica,"[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 33, 'name': 'Legado', 'value': '0'}, {'id': 252, 'name': 'Gestor', 'value': 'SEPLAN'}, {'id': 396, 'name': 'Time FIPLAN', 'value': 'SEPLAN - Sustentação'}]",2025-05-13T19:16:49Z,2025-05-15T19:11:39Z,FIPLAN:Erro,114,Desenvolvimento: Em andamento,Padrão,Cristiane Menezes S. Santos,Cristiane Menezes S. Santos,,
208698,"Relato sobre a Iniciativa - 2024-2027 - Anos 2,3 e 4 - Demanda 2 - Ajustes em telas","[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 33, 'name': 'Legado', 'value': '0'}, {'id': 252, 'name': 'Gestor', 'value': 'SEPLAN'}, {'id': 396, 'name': 'Time FIPLAN', 'value': 'SEPLAN - Time 02'}]",2025-05-13T19:02:10Z,2025-05-16T19:06:23Z,FIPLAN:Erro,114,Desenvolvimento: Em andamento,Padrão,Ligia Simone Vianna,Marcus Vinicius Lima Vidal,,
208697,MGRC - Alteração do numero do IC,"[{'id': 267, 'name': 'Classificação da Demanda', 'value': 'Sustentação'}, {'id': 334, 'name': 'Backlog', 'value': ''}, {'id': 225, 'name': 'Data Desejada', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SPF'}]",2025-05-13T19:00:33Z,2025-05-15T19:50:59Z,FIPLAN:Gestor,5,Fechado,Padrão,Lilian Tereza Carvalho de Almeida,Daniele Correa,,
208696,"Relato sobre a Iniciativa - 2024-2027 - Anos 2,3 e 4 - Demanda 2 - Mensagens de Inclusão indevida","[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 33, 'name': 'Legado', 'value': '0'}, {'id': 252, 'name': 'Gestor', 'value': 'SEPLAN'}, {'id': 396, 'name': 'Time FIPLAN', 'value': 'SEPLAN - Time 02'}]",2025-05-13T18:34:46Z,2025-05-14T12:18:06Z,FIPLAN:Erro,5,Fechado,Padrão,Ligia Simone Vianna,Ligia Simone Vianna,,
208689,Atualização Banco de Produção - Tabela de Programa Especial associada a Iniciativa - Exercício 2024 e 2025,"[{'id': 267, 'name': 'Classificação da Demanda', 'value': 'Sustentação'}, {'id': 334, 'name': 'Backlog', 'value': ''}, {'id': 225, 'name': 'Data Desejada', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEPLAN'}]",2025-05-13T18:09:00Z,2025-05-16T18:05:57Z,FIPLAN:Gestor,5,Fechado,Padrão,Marilia Pedreira,Fiplan Requisitos Seplan,,
208687,Migração Credor - Incluir Credor - Pessoa Física - Checklist,"[{'id': 371, 'name': 'Data de Entrega', 'value': ''}]",2025-05-13T17:54:59Z,2025-05-13T17:54:59Z,FIPLAN:Atividade,154,A fazer,Padrão,Amauri De Freitas Aquino,FIPLAN_SEFAZ_TIME 05,,208487.0
208686,Migração Credor - Incluir Credor - Pessoa Física - Testes unitários,"[{'id': 371, 'name': 'Data de Entrega', 'value': ''}]",2025-05-13T17:54:16Z,2025-05-13T17:54:16Z,FIPLAN:Atividade,154,A fazer,Padrão,Amauri De Freitas Aquino,FIPLAN_SEFAZ_TIME 05,,208487.0
208685,Migração Credor - Incluir Credor - Pessoa Física - Ajustes na validação de conta bancária já cadastrada,"[{'id': 371, 'name': 'Data de Entrega', 'value': ''}]",2025-05-13T17:53:35Z,2025-05-13T17:56:23Z,FIPLAN:Atividade,154,A fazer,Padrão,Amauri De Freitas Aquino,FIPLAN_SEFAZ_TIME 05,,208487.0
208684,Migração Credor - Incluir Credor - Pessoa Física - Alteração no formato da inscrição estadual,"[{'id': 371, 'name': 'Data de Entrega', 'value': ''}]",2025-05-13T17:52:31Z,2025-05-13T17:55:45Z,FIPLAN:Atividade,154,A fazer,Padrão,Amauri De Freitas Aquino,FIPLAN_SEFAZ_TIME 05,,208487.0
