id,subject,custom_fields,created_on,updated_on,tracker_name,status_id,status_name,priority_name,author_name,assigned_name,category_name,parent_id,FIPLAN_20,Complexidade_Demanda,PF_Estimado,Agrupamento_Demanda,Gestor,Origem_Mudanca,Versao_Caso_Uso,Data_Prevista_Desenvolvimento,Time_FIPLAN,Impacto_BDCE,Data_Prevista_Teste,Legado,Origem_Defeito,Backlog,Rastro_FIPLAN,Esforco,Data_Entrega_Homologacao,Data_Prevista_Implantacao,Data_Entrega,Projeto,Ambiente,Justificativa,Classificacao_Demanda,Data_Desejada,Numero_RDS
208493,Conciliação Bancária Extrato - Conciliar - Confirmação da operação - ajuste na visualização das informações de usuário de cadastro/usuário de alteração,"[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 174, 'name': 'Complexidade da Demanda', 'value': ''}, {'id': 221, 'name': 'PF Estimado', 'value': '2'}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEFAZ'}, {'id': 299, 'name': 'Origem Mudança', 'value': 'Requisitos'}, {'id': 271, 'name': 'Versão Caso de Uso', 'value': '6.15'}, {'id': 237, 'name': 'Data Prevista Desenvolvimento', 'value': ''}, {'id': 396, 'name': 'Time FIPLAN', 'value': ''}]",2025-05-09 14:59:31,2025-05-09 20:58:21,FIPLAN:Mudança,156,Desenvolvimento: A fazer,Padrão,Marcio Anton Hadad,FIPLAN_SEFAZ_TIME 04,Conciliação Bancária,0,1,,2,,SEFAZ,Requisitos,6.15,,,,,,,,,,,,,,,,,,
208492,Tabelas Contábeis - Fato Extra Caixa - Validação na inclusão e na alteração,"[{'id': 28, 'name': 'Origem do Defeito', 'value': 'Produção'}, {'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 174, 'name': 'Complexidade da Demanda', 'value': ''}, {'id': 334, 'name': 'Backlog', 'value': '1'}, {'id': 221, 'name': 'PF Estimado', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEFAZ'}, {'id': 396, 'name': 'Time FIPLAN', 'value': ''}]",2025-05-09 14:56:08,2025-05-09 19:40:26,FIPLAN:Corretiva,156,Desenvolvimento: A fazer,Padrão,Gemima de Freitas Machado Muniz,FIPLAN DEV,Tabelas | Contábil,0,1,,,,SEFAZ,,,,,,,,Produção,1,,,,,,,,,,,
208490,PTA - Memória de Cálculo: Erro Null Pointer,"[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '0'}, {'id': 33, 'name': 'Legado', 'value': '0'}, {'id': 252, 'name': 'Gestor', 'value': 'SEPLAN'}, {'id': 396, 'name': 'Time FIPLAN', 'value': 'SEPLAN - Sustentação'}]",2025-05-09 14:36:40,2025-05-09 18:11:27,FIPLAN:Erro,114,Desenvolvimento: Em andamento,Padrão,Priscila Carvalho Ramos,Christiano Tavares,,0,0,,,,SEPLAN,,,,SEPLAN - Sustentação,,,0,,,,,,,,,,,,,
208489,Mapear Transversalidade - filtros e seleção múltipla - ACWVW1090,"[{'id': 149, 'name': 'Impacto BDCE', 'value': ''}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEPLAN'}]",2025-05-09 14:25:50,2025-05-09 14:25:50,FIPLAN:Modelo de Dados,114,Desenvolvimento: Em andamento,Padrão,Gabriel Mendes de Souza,Gabriel Mendes de Souza,PLAN | PPA | Programar,0,,,,,SEPLAN,,,,,,,,,,,,,,,,,,,,
208488,"Relato sobre a Iniciativa - 2024-2027 - Anos 2,3 e 4 - Demanda 2 - Imprimir ","[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 33, 'name': 'Legado', 'value': '0'}, {'id': 252, 'name': 'Gestor', 'value': 'SEPLAN'}, {'id': 396, 'name': 'Time FIPLAN', 'value': 'SEPLAN - Time 02'}]",2025-05-09 14:24:36,2025-05-09 14:28:17,FIPLAN:Erro,200,Especificação: Em andamento,Padrão,Ligia Simone Vianna,Ligia Simone Vianna,,0,1,,,,SEPLAN,,,,SEPLAN - Time 02,,,0,,,,,,,,,,,,,
208487,Migração Credor - Incluir Credor - Pessoa Física,"[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 174, 'name': 'Complexidade da Demanda', 'value': 'Média'}, {'id': 221, 'name': 'PF Estimado', 'value': '12'}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': 'CREDOR'}, {'id': 252, 'name': 'Gestor', 'value': 'SEFAZ'}, {'id': 299, 'name': 'Origem Mudança', 'value': 'Negócio'}, {'id': 271, 'name': 'Versão Caso de Uso', 'value': '1.3'}, {'id': 237, 'name': 'Data Prevista Desenvolvimento', 'value': ''}, {'id': 396, 'name': 'Time FIPLAN', 'value': ''}]",2025-05-09 14:17:50,2025-05-09 20:05:01,FIPLAN:Mudança,156,Desenvolvimento: A fazer,Padrão,Manuela da Silva Costa,FIPLAN_SEFAZ_TIME 05,Tabelas | Credor,0,1,Média,12,CREDOR,SEFAZ,Negócio,1.3,,,,,,,,,,,,,,,,,,
208482,FOLHA - Fase 2 - Regularização da Folha - Vinculação Credor Folha (parte 1) - Registros unicos,"[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 33, 'name': 'Legado', 'value': '0'}, {'id': 252, 'name': 'Gestor', 'value': 'SEFAZ'}, {'id': 396, 'name': 'Time FIPLAN', 'value': ''}]",2025-05-09 13:42:44,2025-05-09 18:02:21,FIPLAN:Erro,114,Desenvolvimento: Em andamento,Padrão,Alessandra Leal Bertani,Thiago Santos Moreira,,0,1,,,,SEFAZ,,,,,,,0,,,,,,,,,,,,,
208481,FOLHA - Fase 2 - Regularização da Folha - Vinculação Credor Folha (parte 1) - Registros unicos,"[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 33, 'name': 'Legado', 'value': '0'}, {'id': 252, 'name': 'Gestor', 'value': 'SEFAZ'}, {'id': 396, 'name': 'Time FIPLAN', 'value': ''}]",2025-05-09 13:38:40,2025-05-09 18:06:00,FIPLAN:Erro,156,Desenvolvimento: A fazer,Padrão,Alessandra Leal Bertani,Thiago Santos Moreira,,0,1,,,,SEFAZ,,,,,,,0,,,,,,,,,,,,,
208478,Homologação SEPLAN - Manter Unidade Setorial de Planejamento  - Alterações na padronização visual das telas segundo o novo padrão definido para o FIPLAN 2.0,"[{'id': 371, 'name': 'Data de Entrega', 'value': ''}]",2025-05-09 13:26:03,2025-05-09 15:00:48,FIPLAN:Atividade,73,Feito,Padrão,Daniele Correa,Fiplan Requisitos Seplan,,205735,,,,,,,,,,,,,,,,,,,,,,,,,
208477,"Relato sobre a Iniciativa - 2024-2027 - Anos 2,3 e 4 - Demanda 2 - Mensagens de Erro Inesperada","[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 33, 'name': 'Legado', 'value': '0'}, {'id': 252, 'name': 'Gestor', 'value': 'SEPLAN'}, {'id': 396, 'name': 'Time FIPLAN', 'value': 'SEPLAN - Time 02'}]",2025-05-09 13:20:18,2025-05-09 14:57:54,FIPLAN:Erro,114,Desenvolvimento: Em andamento,Padrão,Ligia Simone Vianna,Antonio Alves da Cunha Junior,,0,1,,,,SEPLAN,,,,SEPLAN - Time 02,,,0,,,,,,,,,,,,,
208475,"Remover exibição dos itens no  menu ""Contabilidade / Matriz de Saldos Contábeis""","[{'id': 28, 'name': 'Origem do Defeito', 'value': 'Produção'}, {'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 174, 'name': 'Complexidade da Demanda', 'value': 'Baixa'}, {'id': 334, 'name': 'Backlog', 'value': ''}, {'id': 221, 'name': 'PF Estimado', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEFAZ'}, {'id': 396, 'name': 'Time FIPLAN', 'value': 'SEFAZ - Sustentação'}]",2025-05-09 12:51:07,2025-05-09 18:50:20,FIPLAN:Corretiva,114,Desenvolvimento: Em andamento,Padrão,Felipe Araujo da Silva,FIPLAN_MERGE,Contabilidade | MSC,0,1,Baixa,,,SEFAZ,,,,SEFAZ - Sustentação,,,,Produção,,,,,,,,,,,,
208473,CONSULTAR CONTINGENCIAMENTO /  DETALHES - Botão PLAN 70,"[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 33, 'name': 'Legado', 'value': '0'}, {'id': 252, 'name': 'Gestor', 'value': 'SEFAZ'}, {'id': 396, 'name': 'Time FIPLAN', 'value': 'SEFAZ - Time 08'}]",2025-05-09 12:33:43,2025-05-09 13:08:07,FIPLAN:Erro,114,Desenvolvimento: Em andamento,Padrão,MIRIAN ARAUJO ALMEIDA,Evandro Rosa Santos,,0,1,,,,SEFAZ,,,,SEFAZ - Time 08,,,0,,,,,,,,,,,,,
208472,FIPLAN 2.0 - Migração - Parâmetros da LOA,"[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 149, 'name': 'Impacto BDCE', 'value': ''}, {'id': 174, 'name': 'Complexidade da Demanda', 'value': ''}, {'id': 221, 'name': 'PF Estimado', 'value': ''}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEPLAN'}, {'id': 234, 'name': 'Projeto', 'value': '0'}, {'id': 271, 'name': 'Versão Caso de Uso', 'value': '1'}, {'id': 237, 'name': 'Data Prevista Desenvolvimento', 'value': ''}, {'id': 238, 'name': 'Data Prevista Teste', 'value': ''}, {'id': 396, 'name': 'Time FIPLAN', 'value': ''}]",2025-05-09 12:27:15,2025-05-09 12:27:15,FIPLAN:Evolutiva,200,Especificação: Em andamento,Padrão,Ligia Simone Vianna,Ligia Simone Vianna,Tabelas | Parâmetros,0,1,,,,SEPLAN,,1,,,,,,,,,,,,,0,,,,,
208471,Conciliação Bancária Extrato - Conciliar - Confirmação da operação - erro na validação da quantidade de dias parametrizadas para linhas do extrato,"[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 33, 'name': 'Legado', 'value': '0'}, {'id': 252, 'name': 'Gestor', 'value': 'SEFAZ'}, {'id': 396, 'name': 'Time FIPLAN', 'value': ''}]",2025-05-09 12:10:06,2025-05-09 12:13:07,FIPLAN:Erro,156,Desenvolvimento: A fazer,Padrão,Marcio Anton Hadad,FIPLAN_SEFAZ_TIME 04,,0,1,,,,SEFAZ,,,,,,,0,,,,,,,,,,,,,
208470,"Relato sobre a Iniciativa - 2024-2027 - Anos 2,3 e 4 - Demanda 2 - Quadro de Execução Física não Planejada não carrega","[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 33, 'name': 'Legado', 'value': '0'}, {'id': 252, 'name': 'Gestor', 'value': 'SEPLAN'}, {'id': 396, 'name': 'Time FIPLAN', 'value': 'SEPLAN - Time 02'}]",2025-05-09 11:56:55,2025-05-09 11:58:28,FIPLAN:Erro,156,Desenvolvimento: A fazer,Padrão,Ligia Simone Vianna,FIPLAN_SEPLAN_TIME 02,,0,1,,,,SEPLAN,,,,SEPLAN - Time 02,,,0,,,,,,,,,,,,,
208469,Conciliação Bancária Extrato - Conciliar - Confirmação da operação - erro na mensagem de validação,"[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 33, 'name': 'Legado', 'value': '0'}, {'id': 252, 'name': 'Gestor', 'value': 'SEFAZ'}, {'id': 396, 'name': 'Time FIPLAN', 'value': ''}]",2025-05-08 21:03:03,2025-05-09 11:51:58,FIPLAN:Erro,156,Desenvolvimento: A fazer,Padrão,Marcio Anton Hadad,FIPLAN_SEFAZ_TIME 04,,0,1,,,,SEFAZ,,,,,,,0,,,,,,,,,,,,,
208468,Conciliação Bancária Extrato - Conciliar - Confirmação da operação - sem sair da tela após confirmação e mensagem de não alteração,"[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 33, 'name': 'Legado', 'value': '0'}, {'id': 252, 'name': 'Gestor', 'value': 'SEFAZ'}, {'id': 396, 'name': 'Time FIPLAN', 'value': ''}]",2025-05-08 20:41:22,2025-05-09 11:50:49,FIPLAN:Erro,156,Desenvolvimento: A fazer,Padrão,Marcio Anton Hadad,FIPLAN_SEFAZ_TIME 04,,0,1,,,,SEFAZ,,,,,,,0,,,,,,,,,,,,,
208467,Ao remover os registros na grid na tela inicial os filtros não recarregam com os novos dados,"[{'id': 371, 'name': 'Data de Entrega', 'value': ''}]",2025-05-08 20:33:09,2025-05-09 11:50:28,FIPLAN:Atividade,73,Feito,Padrão,Gabriel Mendes de Souza,Isai Martins Rodrigues,,207646,,,,,,,,,,,,,,,,,,,,,,,,,
208466,Erro no filtro do subproduto da tela inicial,"[{'id': 371, 'name': 'Data de Entrega', 'value': ''}]",2025-05-08 20:32:06,2025-05-09 12:30:06,FIPLAN:Atividade,73,Feito,Padrão,Gabriel Mendes de Souza,Isai Martins Rodrigues,,207646,,,,,,,,,,,,,,,,,,,,,,,,,
208465,Erro ao informar o subtema na tela inicial e após isso limpar o filtro pelo botão,"[{'id': 371, 'name': 'Data de Entrega', 'value': ''}]",2025-05-08 20:31:11,2025-05-09 13:02:28,FIPLAN:Atividade,73,Feito,Padrão,Gabriel Mendes de Souza,Gabriel Mendes de Souza,,207646,,,,,,,,,,,,,,,,,,,,,,,,,
208462,Conciliação Bancária Extrato - Conciliar - Confirmação da operação - erro na pesquisa padrão ao entrar na tela,"[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 33, 'name': 'Legado', 'value': '0'}, {'id': 252, 'name': 'Gestor', 'value': 'SEFAZ'}, {'id': 396, 'name': 'Time FIPLAN', 'value': ''}]",2025-05-08 20:03:28,2025-05-09 18:14:35,FIPLAN:Erro,114,Desenvolvimento: Em andamento,Padrão,Marcio Anton Hadad,FIPLAN_MERGE,,0,1,,,,SEFAZ,,,,,,,0,,,,,,,,,,,,,
208460,F.A 5.2.36 Alteração dos filtros de pesquisa,"[{'id': 371, 'name': 'Data de Entrega', 'value': ''}]",2025-05-08 19:59:01,2025-05-09 18:38:18,FIPLAN:Atividade,154,A fazer,Padrão,Douglas de Jesus Fonseca,,,208120,,,,,,,,,,,,,,,,,,,,,,,,,
208459,F.A 2.2.66 Período com data maior que data atual (Data Futura),"[{'id': 371, 'name': 'Data de Entrega', 'value': ''}]",2025-05-08 19:58:46,2025-05-09 18:41:25,FIPLAN:Atividade,73,Feito,Padrão,Douglas de Jesus Fonseca,Douglas de Jesus Fonseca,,208120,,,,,,,,,,,,,,,,,,,,,,,,,
208458,F.A 2.2.47 Período com data menor que o início da conciliação,"[{'id': 371, 'name': 'Data de Entrega', 'value': ''}]",2025-05-08 19:58:24,2025-05-09 18:21:01,FIPLAN:Atividade,73,Feito,Padrão,Douglas de Jesus Fonseca,Douglas de Jesus Fonseca,,208120,,,,,,,,,,,,,,,,,,,,,,,,,
208457,F.A 2.2.39 Período do EXTRATO não permitido para conta bancária diferente de CUTE - Com filtro,"[{'id': 371, 'name': 'Data de Entrega', 'value': ''}]",2025-05-08 19:58:09,2025-05-09 17:24:02,FIPLAN:Atividade,73,Feito,Padrão,Douglas de Jesus Fonseca,Douglas de Jesus Fonseca,,208120,,,,,,,,,,,,,,,,,,,,,,,,,
208456,F.A 2.2.26 Busca sem resultado,"[{'id': 371, 'name': 'Data de Entrega', 'value': ''}]",2025-05-08 19:57:55,2025-05-09 18:50:13,FIPLAN:Atividade,154,A fazer,Padrão,Douglas de Jesus Fonseca,,,208120,,,,,,,,,,,,,,,,,,,,,,,,,
208455,F.A 2.2.4  Período do EXTRATO não permitido para conta bancaria CUTE - com filtro situação,"[{'id': 371, 'name': 'Data de Entrega', 'value': ''}]",2025-05-08 19:57:23,2025-05-09 17:19:57,FIPLAN:Atividade,73,Feito,Padrão,Douglas de Jesus Fonseca,Douglas de Jesus Fonseca,,208120,,,,,,,,,,,,,,,,,,,,,,,,,
208454,FA: 2.2.2 Período inválido,"[{'id': 371, 'name': 'Data de Entrega', 'value': ''}]",2025-05-08 19:57:11,2025-05-09 14:47:05,FIPLAN:Atividade,73,Feito,Padrão,Douglas de Jesus Fonseca,Douglas de Jesus Fonseca,,208120,,,,,,,,,,,,,,,,,,,,,,,,,
208453,O sistema deve disponibilizar a opção de pesquisa Carregar Valores (ação pesquisar) Endpoint,"[{'id': 371, 'name': 'Data de Entrega', 'value': ''}]",2025-05-08 19:55:35,2025-05-09 14:26:57,FIPLAN:Atividade,73,Feito,Padrão,Douglas de Jesus Fonseca,Douglas de Jesus Fonseca,,208120,,,,,,,,,,,,,,,,,,,,,,,,,
208452,Atualizar versão do Vue para 2.7.16,"[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 149, 'name': 'Impacto BDCE', 'value': ''}, {'id': 174, 'name': 'Complexidade da Demanda', 'value': ''}, {'id': 221, 'name': 'PF Estimado', 'value': ''}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEFAZ'}, {'id': 271, 'name': 'Versão Caso de Uso', 'value': ''}, {'id': 237, 'name': 'Data Prevista Desenvolvimento', 'value': ''}, {'id': 238, 'name': 'Data Prevista Teste', 'value': ''}, {'id': 396, 'name': 'Time FIPLAN', 'value': ''}]",2025-05-08 19:45:38,2025-05-08 19:45:45,FIPLAN:Adaptativa,156,Desenvolvimento: A fazer,Padrão,Aritana  Bahia Schlumbom,Aritana  Bahia Schlumbom,,0,1,,,,SEFAZ,,,,,,,,,,,,,,,,,,,,
208450,Alterar tabela modalidade_aplicacao de (Modalidade de Aplicação) - incluir ID_USUARIO_ALTERACAO,"[{'id': 149, 'name': 'Impacto BDCE', 'value': 'Não'}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEPLAN'}]",2025-05-08 19:37:37,2025-05-09 13:05:41,FIPLAN:Modelo de Dados,162,Backlog: Validação,Padrão,Daniele Correa,Daniele Correa,Tabelas | Orçamentária,0,,,,,SEPLAN,,,,,Não,,,,,,,,,,,,,,,
208449,TABELA ACWTB0079 - CPF ALFANUMÉRICO ,"[{'id': 149, 'name': 'Impacto BDCE', 'value': ''}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEFAZ'}]",2025-05-08 19:34:50,2025-05-09 14:46:48,FIPLAN:Modelo de Dados,147,Backlog: A fazer,Padrão,Cristina de Souza Azevedo,Rosana Machado Araújo Cardoso,Tabelas | Credor,0,,,,,SEFAZ,,,,,,,,,,,,,,,,,,,,
208447,Caso de Uso,"[{'id': 371, 'name': 'Data de Entrega', 'value': ''}]",2025-05-08 19:16:02,2025-05-09 18:37:17,FIPLAN:Atividade,73,Feito,Padrão,Daniele Correa,Daniele Correa,,208435,,,,,,,,,,,,,,,,,,,,,,,,,
208444,Obter DAE - Ferramenta para Teste para Cenários de Ocorrências de DAES,"[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 174, 'name': 'Complexidade da Demanda', 'value': 'Média'}, {'id': 221, 'name': 'PF Estimado', 'value': '8'}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEFAZ'}, {'id': 299, 'name': 'Origem Mudança', 'value': 'Requisitos'}, {'id': 271, 'name': 'Versão Caso de Uso', 'value': '1.2'}, {'id': 237, 'name': 'Data Prevista Desenvolvimento', 'value': '2025-05-15'}, {'id': 396, 'name': 'Time FIPLAN', 'value': 'SEFAZ - Time 06'}]",2025-05-08 18:42:28,2025-05-09 14:44:52,FIPLAN:Mudança,114,Desenvolvimento: Em andamento,Padrão,César Henrique E. Pinho,Leonardo Moraes da Silva,Receita | Realização | DAE,0,1,Média,8,,SEFAZ,Requisitos,1.2,2025-05-15 00:00:00,SEFAZ - Time 06,,,,,,,,,,,,,,,,
208443,Homologação - Consultar Histórico de Perfil,"[{'id': 371, 'name': 'Data de Entrega', 'value': '2025-05-08'}]",2025-05-08 18:38:12,2025-05-08 18:38:12,FIPLAN:Atividade,154,A fazer,Padrão,Ana Poly Ferreira da Silva,Luiza Bitencourt Andrade,,185013,,,,,,,,,,,,,,,,,,,2025-05-08 00:00:00,,,,,,
208436,Protótipo,"[{'id': 371, 'name': 'Data de Entrega', 'value': ''}]",2025-05-08 18:26:15,2025-05-08 19:15:39,FIPLAN:Atividade,73,Feito,Padrão,Daniele Correa,Daniele Correa,,208435,,,,,,,,,,,,,,,,,,,,,,,,,
208435,FIPLAN 2.0 – Manter Modalidade de Aplicação - Usar o padrão implementado conforme padrão 2.0,"[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 149, 'name': 'Impacto BDCE', 'value': ''}, {'id': 174, 'name': 'Complexidade da Demanda', 'value': 'Baixa'}, {'id': 221, 'name': 'PF Estimado', 'value': '3'}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEPLAN'}, {'id': 271, 'name': 'Versão Caso de Uso', 'value': '2.0'}, {'id': 237, 'name': 'Data Prevista Desenvolvimento', 'value': ''}, {'id': 238, 'name': 'Data Prevista Teste', 'value': ''}, {'id': 396, 'name': 'Time FIPLAN', 'value': 'SEPLAN - Sustentação'}]",2025-05-08 18:20:52,2025-05-09 18:38:03,FIPLAN:Adaptativa,156,Desenvolvimento: A fazer,Padrão,Daniele Correa,FIPLAN_SEPLAN_Sustentação,Tabelas | Orçamentária,0,1,Baixa,3,,SEPLAN,,2.0,,SEPLAN - Sustentação,,,,,,,,,,,,,,,,
208433,FIPLAN 2.0 - Migração - Revisão dos Padrões para Tabelas Básicas migradas - parte 6,"[{'id': 368, 'name': 'Rastro FIPLAN', 'value': ''}, {'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 149, 'name': 'Impacto BDCE', 'value': ''}, {'id': 334, 'name': 'Backlog', 'value': '1'}, {'id': 221, 'name': 'PF Estimado', 'value': ''}, {'id': 333, 'name': 'Esforço', 'value': ''}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEPLAN'}, {'id': 342, 'name': 'Data Entrega Homologação', 'value': ''}, {'id': 235, 'name': 'Data Prevista Implantação', 'value': ''}, {'id': 396, 'name': 'Time FIPLAN', 'value': 'SEPLAN - Sustentação'}]",2025-05-08 18:06:30,2025-05-08 18:16:10,FIPLAN:Demanda,200,Especificação: Em andamento,Padrão,Daniele Correa,Daniele Correa,Tabelas | Orçamentária,0,1,,,,SEPLAN,,,,SEPLAN - Sustentação,,,,,1,,,,,,,,,,,
208432,Carga de UG inativa - Do exercício 2020 até o exercício 2025,"[{'id': 267, 'name': 'Classificação da Demanda', 'value': 'Sustentação'}, {'id': 334, 'name': 'Backlog', 'value': ''}, {'id': 225, 'name': 'Data Desejada', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEFAZ'}]",2025-05-08 18:06:17,2025-05-09 19:35:15,FIPLAN:Gestor,155,Em andamento,Urgente,Ramon Francisco das Mercês Santos,Ramon Francisco das Mercês Santos,,0,,,,,SEFAZ,,,,,,,,,,,,,,,,,,Sustentação,,
208431,Ao adicionar um registro com IDF=Estado/CP=Complexo o combo de subproduto não carrega as informações,"[{'id': 371, 'name': 'Data de Entrega', 'value': ''}]",2025-05-08 18:05:43,2025-05-08 20:30:11,FIPLAN:Atividade,73,Feito,Padrão,Gabriel Mendes de Souza,Gabriel Mendes de Souza,,207646,,,,,,,,,,,,,,,,,,,,,,,,,
208423,"Relato sobre a Iniciativa - 2024-2027 - Anos 2,3 e 4 - Demanda 2 - ACWVW1089","[{'id': 149, 'name': 'Impacto BDCE', 'value': ''}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEPLAN'}]",2025-05-08 17:29:24,2025-05-08 19:21:57,FIPLAN:Modelo de Dados,164,Teste: Validação,Padrão,Rafael Pinto Vieira dos Santos,Fiplan Arquitetura,PLAN | M&A | Monitoramento,0,,,,,SEPLAN,,,,,,,,,,,,,,,,,,,,
208422,"Relato sobre a Iniciativa - 2024-2027 - Anos 2,3 e 4 - Demanda 2 - ACWVW0767","[{'id': 149, 'name': 'Impacto BDCE', 'value': ''}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEPLAN'}]",2025-05-08 17:26:26,2025-05-09 14:46:16,FIPLAN:Modelo de Dados,164,Teste: Validação,Padrão,Rafael Pinto Vieira dos Santos,Fiplan Arquitetura,PLAN | M&A | Monitoramento,0,,,,,SEPLAN,,,,,,,,,,,,,,,,,,,,
208412,Tempo de merge em TI,"[{'id': 371, 'name': 'Data de Entrega', 'value': ''}]",2025-05-08 15:04:49,2025-05-08 15:04:49,FIPLAN:Atividade,154,A fazer,Padrão,Ana Maria Souza Ribeiro,,,206898,,,,,,,,,,,,,,,,,,,,,,,,,
208411,PPA 2024-2027: Plan 04 - Cadastro do Plano Plurianual: Alterar nome do filtro,"[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '0'}, {'id': 149, 'name': 'Impacto BDCE', 'value': ''}, {'id': 174, 'name': 'Complexidade da Demanda', 'value': 'Baixa'}, {'id': 221, 'name': 'PF Estimado', 'value': '4'}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEPLAN'}, {'id': 271, 'name': 'Versão Caso de Uso', 'value': '5.0'}, {'id': 237, 'name': 'Data Prevista Desenvolvimento', 'value': ''}, {'id': 238, 'name': 'Data Prevista Teste', 'value': ''}, {'id': 396, 'name': 'Time FIPLAN', 'value': 'SEPLAN - Sustentação'}]",2025-05-08 15:03:38,2025-05-08 18:26:49,FIPLAN:Adaptativa,156,Desenvolvimento: A fazer,Padrão,Priscila Carvalho Ramos,FIPLAN_SEPLAN_Sustentação,REL Planejamento | PPA,0,0,Baixa,4,,SEPLAN,,5.0,,SEPLAN - Sustentação,,,,,,,,,,,,,,,,
208404,Homologação - Excluir Perfil,"[{'id': 371, 'name': 'Data de Entrega', 'value': '2025-05-08'}]",2025-05-08 14:20:42,2025-05-08 14:20:42,FIPLAN:Atividade,154,A fazer,Padrão,Ana Poly Ferreira da Silva,Luiza Bitencourt Andrade,,185013,,,,,,,,,,,,,,,,,,,2025-05-08 00:00:00,,,,,,
208402,Homologação - Alterar Perfil,"[{'id': 371, 'name': 'Data de Entrega', 'value': '2025-05-08'}]",2025-05-08 14:16:22,2025-05-08 14:16:22,FIPLAN:Atividade,154,A fazer,Padrão,Ana Poly Ferreira da Silva,Luiza Bitencourt Andrade,,185013,,,,,,,,,,,,,,,,,,,2025-05-08 00:00:00,,,,,,
